"RECNO","TName","Company","Div_LES","Terminal","Status","ChassisNo","CONTAINERNO","LI_NO","QTY_LE","SVCCODE_LE","SVCDESCRIPTION_LE","RATECODE_LE","RATE_LE","CHGAMT_LE","chz_pickup_loc","Shipper_Name","ConsigneeID","Consignee_Name","BilltoID_LES","Billto_Name_LES","Preferred","WorkorderNo","PBI_RefNo","BOL","SSL","PU_Date","PU_Time","Original_SchedDelv","SchedDelv","Original_scheddelvtime","Scheddelvtime","POD_Date","POD_Time","Ingatedate","ReturnTo","CHZ_returnTo","CHZ_ingatedate","RECEIVEDBY","YARDID","LASTFREEDAY","FREEDAYS","LAST_RETURN","Linehaul_Amount","FSC_Amount","Line_Total","ChasFee_Total","EL_Bill_Total","DP_Total","MP_Total","Net_Total","Rel_Date","Billed_Date_LES","Rcvd_Date_LES","CUST_REF"
1894875,"ELBilling","PBI","PBI","CHI","AC","DCNZ507147","CAIU7738024",804,8,"YST","YARD STORAGE CHARGES","E",28,224,"REUSE","INTEGRATED INDUSTRIES ELWOOD","UNIBOIL","UNIS BOLINGBROOK","SAMCA","Samsung Electronics America (SALS)","SAMCADC","T00642628695","","MEDUT5166698","MSC",2/8/2022,"1200",2/15/2022,2/15/2022,"0000","2359",2/15/2022,"1230",2/19/2022,"DELCOIL","DELCOIL",2/19/2022,"LOT S","DELCOIL",10/2/2021,20,2/27/2022,0,0,0,0,0,0,0,0,9/15/2021,2/28/2022,4/12/2022,""
1894877,"ELBilling","PBI","PBI","CHI","AC","TSXZ469448","MSMU7095513",1437,9,"YST","YARD STORAGE CHARGES","E",28,252,"REUSE","INTEGRATED INDUSTRIES ELWOOD","UNIBOIL","UNIS BOLINGBROOK","SAMCA","Samsung Electronics America (SALS)","SAMCADC","T00642628731","","MEDUT5166698","MSC",2/8/2022,"1111",2/15/2022,2/16/2022,"0000","2359",2/16/2022,"1434",2/18/2022,"DELCOIL","DELCOIL",2/18/2022,"LOT S","DELCOIL",10/2/2021,20,2/27/2022,0,0,0,0,0,0,0,0,9/15/2021,3/1/2022,4/12/2022,""
1894899,"ELBilling","PBI","PBI","CHI","AC","DCNZ402039","MSDU7169857",1345,3,"YST","YARD STORAGE CHARGES","E",28,84,"REUILTW","INTEGRATED INDUSTRIES ELWOOD","UNIBOIL","UNIS BOLINGBROOK","SAMCA","Samsung Electronics America (SALS)","SAMCADC","T00642630706","","MEDUT5166730","MSC",2/23/2022,"1111",2/23/2022,2/25/2022,"0000","2359",2/25/2022,"1515",4/12/2022,"BNLPCIL","BNLPCIL",4/12/2022,"LOT D","DELCOIL",9/25/2021,20,3/14/2022,0,0,0,0,0,0,0,0,9/16/2021,3/1/2022,4/12/2022,""
1894902,"ELBilling","PBI","PBI","CHI","AC","MAEC748439","MSDU8156160",755,3,"YST","YARD STORAGE CHARGES","E",28,84,"REUILTW","INTEGRATED INDUSTRIES ELWOOD","MIQIL","NEOVIA LOGISTICS - A58","SAMCA","Samsung Electronics America (SALS)","SAMCADC","T00642630731","","MEDUT5166730","MSC",2/24/2022,"1315",11/4/2021,2/26/2022,"2359","2359",2/26/2022,"1730",3/3/2022,"STRTURN","STRTURN",3/3/2022,"LOT D","DELCOIL",9/25/2021,20,3/15/2022,0,0,0,0,0,0,0,0,9/16/2021,3/1/2022,4/12/2022,""
1894909,"ELBilling","PBI","PBI","CHI","AC","POCZ401356","FDCU0220978",1342,5,"YST","YARD STORAGE CHARGES","E",28,140,"REUILTW","INTEGRATED INDUSTRIES ELWOOD","UNIBOIL","UNIS BOLINGBROOK","SAMCA","Samsung Electronics America (SALS)","SAMCADC","T00642630800","","MEDUT5166730","MSC",2/24/2022,"1111",10/27/2021,2/28/2022,"2359","2359",2/28/2022,"1300",3/28/2022,"BNLPCIL","BNLPCIL",3/28/2022,"LOT D","DELCOIL",9/25/2021,20,3/15/2022,0,0,0,0,0,0,0,0,9/16/2021,3/18/2022,5/20/2022,""
1894943,"ELBilling","PBI","PBI","CHI","AC","TSXZ606764","CAIU7713258",1553,4,"YST","YARD STORAGE CHARGES","E",28,112,"REUSE","INTEGRATED INDUSTRIES ELWOOD","MIQIL","NEOVIA LOGISTICS - A58","SAMCA","Samsung Electronics America (SALS)","SAMCADC","T00642661484","","MEDUT5204978","MSC",2/23/2022,"1220",2/21/2022,2/26/2022,"2359","2359",2/26/2022,"0800",3/7/2022,"STRTURN","STRTURN",3/7/2022,"LOT S","DELCOIL",9/27/2021,20,3/14/2022,0,0,0,0,0,0,0,0,9/16/2021,4/22/2022,5/20/2022,""
1894945,"ELBilling","PBI","PBI","CHI","AC","MOFZ660295","MSDU8354844",1329,8,"YST","YARD STORAGE CHARGES","E",28,224,"REUCMAD","INTEGRATED INDUSTRIES ELWOOD","MIQIL","NEOVIA LOGISTICS - A58","SAMCA","Samsung Electronics America (SALS)","SAMCADC","T00642661506","","MEDUT5204978","MSC",2/14/2022,"1100",2/21/2022,2/21/2022,"2359","2359",2/21/2022,"1111",3/1/2022,"BNLPCIL","BNLPCIL",3/1/2022,"LOT S","DELCOIL",9/30/2021,20,3/5/2022,0,0,0,0,0,0,0,0,9/16/2021,3/1/2022,4/12/2022,""
1895015,"ELBilling","PBI","PBI","SAV","AC","CMAZ400114","KKFU8054125",731,9,"YST","YARD STORAGE CHARGES","E",40,360,"","Georgia Ports Authority (L738)","NEOFAGA","NEOVIA LOGISTICS","SAMCA","Samsung Electronics America (SALS)","SAMCADC","CHI3563214-CHI25646228","","SZPBF5620308","ONE",3/7/2022,"1231",3/15/2022,3/15/2022,"2359","2359",3/15/2022,"2319",,"","",,"","OTDLOGA",10/10/2021,20,3/26/2022,0,0,0,0,0,0,0,0,9/16/2021,4/15/2022,5/5/2022,""
1895017,"ELBilling","PBI","PBI","SAV","AC","TLXZ522564","FFAU1799851",1450,14,"YST","YARD STORAGE CHARGES","E",40,560,"","Georgia Ports Authority (L738)","NEOFAGA","NEOVIA LOGISTICS","SAMCA","Samsung Electronics America (SALS)","SAMCADC","CHI3563214-CHI25646227","","SZPBF5620301","ONE",3/8/2022,"1504",3/21/2022,3/21/2022,"2359","2359",3/21/2022,"0003",3/25/2022,"GAPORT","GAPORT",3/25/2022,"","OTDLOGA",10/10/2021,20,3/27/2022,0,0,0,0,0,0,0,0,9/16/2021,4/15/2022,5/5/2022,""
1895020,"ELBilling","PBI","PBI","SAV","AC","FLXZ403879","CAIU8493667",726,9,"YST","YARD STORAGE CHARGES","E",40,360,"","Georgia Ports Authority (L738)","NEOFAGA","NEOVIA LOGISTICS","SAMCA","Samsung Electronics America (SALS)","SAMCADC","CHI3563214-CHI25646232","","SZPBF5620303","ONE",3/7/2022,"1352",3/15/2022,3/21/2022,"2359","2359",3/21/2022,"1707",4/8/2022,"GAPORT","GAPORT",4/8/2022,"","OTDLOGA",10/9/2021,20,3/26/2022,0,0,0,0,0,0,0,0,9/16/2021,4/15/2022,5/5/2022,""
1895079,"ELBilling","PBI","PBI","CHI","AC","MAEC667099","FDCU0479819",1324,8,"YST","YARD STORAGE CHARGES","E",28,224,"REUILTR","NS -NORFOLK 79TH (I104)","UNIBOIL","UNIS BOLINGBROOK","SAMCA","Samsung Electronics America (SALS)","SAMCADC","CHI3554442-CHI25587504","","LCBB24064400","ONE",2/8/2022,"0843",2/15/2022,2/15/2022,"0000","2359",2/15/2022,"0830",3/13/2022,"GLO4","GLO4",3/13/2022,"","DELCOIL",10/3/2021,20,2/27/2022,0,0,0,0,0,0,0,0,9/13/2021,3/1/2022,5/20/2022,""
1895645,"ELBilling","PBI","PBI","CHI","AC","TSXZ436573","MEDU7307413",1327,11,"YST","YARD STORAGE CHARGES","E",28,308,"REUCMAD","INTEGRATED INDUSTRIES ELWOOD","MIQIL","NEOVIA LOGISTICS - A58","SAMCA","Samsung Electronics America (SALS)","SAMCADC","T00646074477","","MEDUP9186966","MSC",2/9/2022,"1320",2/19/2022,2/19/2022,"2359","2359",2/19/2022,"1230",3/8/2022,"BNLPCIL","BNLPCIL",3/8/2022,"","DELCOIL",9/29/2021,20,2/28/2022,0,0,0,0,0,0,0,0,9/21/2021,3/1/2022,4/12/2022,""
1895770,"ELBilling","PBI","PBI","SAV","AC","APMZ401257","TCNU7273189",728,9,"YST","YARD STORAGE CHARGES","E",40,360,"","Georgia Ports Authority (L738)","NEOFAGA","NEOVIA LOGISTICS","SAMCA","Samsung Electronics America (SALS)","SAMCADC","CHI3576823-CHI25751491","","SELB88816805","ONE",3/7/2022,"1502",3/15/2022,3/15/2022,"2359","2359",3/15/2022,"1310",4/19/2022,"GAPORT","GAPORT",4/19/2022,"","OTDLOGA",10/10/2021,20,3/26/2022,0,0,0,0,0,0,0,0,9/22/2021,4/15/2022,5/5/2022,""
1895772,"ELBilling","PBI","PBI","SAV","AC","FLXZ437595","TCLU7940432",732,9,"YST","YARD STORAGE CHARGES","E",40,360,"","Georgia Ports Authority (L738)","NEOFAGA","NEOVIA LOGISTICS","SAMCA","Samsung Electronics America (SALS)","SAMCADC","CHI3576823-CHI25751494","","SELB88816803","ONE",3/7/2022,"1540",3/15/2022,3/15/2022,"2359","2359",3/15/2022,"1631",3/24/2022,"GAPORT","GAPORT",3/24/2022,"","OTDLOGA",10/9/2021,20,3/26/2022,0,0,0,0,0,0,0,0,9/22/2021,4/15/2022,5/5/2022,""
1896007,"ELBilling","PBI","PBI","CHI","AC","FLXZ443494","MEDU4827767",1611,10,"YST","YARD STORAGE CHARGES","E",28,280,"INTHARV","INTEGRATED INDUSTRIES CORP","MIQIL","NEOVIA LOGISTICS - A58","SAMCA","Samsung Electronics America (SALS)","SAMCADC","T00647782855","","MEDUT5187447","MSC",2/7/2022,"1134",2/16/2022,2/16/2022,"2359","2359",2/16/2022,"0830",2/19/2022,"BNLPCIL","GLO4",2/19/2022,"","DELCOIL",10/2/2021,20,2/26/2022,0,0,0,0,0,0,0,0,9/23/2021,2/28/2022,4/12/2022,""
1896029,"ELBilling","PBI","PBI","SAV","AC","CMAZ436157","TCLU9681834",720,11,"YST","YARD STORAGE CHARGES","E",40,440,"","Georgia Ports Authority (L738)","NEOFAGA","NEOVIA LOGISTICS","SAMCA","Samsung Electronics America (SALS)","SAMCADC","CHI3579911-CHI25771384","","SZ1HK0295900","ONE",3/11/2022,"1016",3/21/2022,3/21/2022,"2359","2359",3/21/2022,"1200",3/29/2022,"GAPORT","GAPORT",3/29/2022,"","OTDLOGA",10/9/2021,20,3/30/2022,0,0,0,0,0,0,0,0,9/23/2021,4/15/2022,5/5/2022,""
1896030,"ELBilling","PBI","PBI","SAV","AC","TAXZ487117","TCNU4083591",729,7,"YST","YARD STORAGE CHARGES","E",40,280,"","Georgia Ports Authority (L738)","NEOFAGA","NEOVIA LOGISTICS","SAMCA","Samsung Electronics America (SALS)","SAMCADC","CHI3579911-CHI25771385","","SZ1HB1601800","ONE",3/7/2022,"1636",3/13/2022,3/13/2022,"2359","2359",3/14/2022,"0024",3/22/2022,"GAPORT","GAPORT",3/22/2022,"","OTDLOGA",10/10/2021,20,3/26/2022,0,0,0,0,0,0,0,0,9/23/2021,4/15/2022,5/5/2022,""
1896031,"ELBilling","PBI","PBI","SAV","AC","AIMZ470956","ONEU0334977",729,11,"YST","YARD STORAGE CHARGES","E",40,440,"","Georgia Ports Authority (L738)","NEOFAGA","NEOVIA LOGISTICS","SAMCA","Samsung Electronics America (SALS)","SAMCADC","CHI3579911-CHI25771386","","SZ1HB1600700","ONE",3/11/2022,"1125",3/21/2022,3/21/2022,"2359","2359",3/21/2022,"1200",4/22/2022,"GAPORT","GAPORT",4/22/2022,"","OTDLOGA",10/10/2021,20,3/30/2022,0,0,0,0,0,0,0,0,9/23/2021,4/15/2022,5/5/2022,""
1896033,"ELBilling","PBI","PBI","SAV","AC","TAXZ421431","CAIU9150425",725,12,"YST","YARD STORAGE CHARGES","E",40,480,"","Georgia Ports Authority (L738)","NEOFAGA","NEOVIA LOGISTICS","SAMCA","Samsung Electronics America (SALS)","SAMCADC","CHI3580124-CHI25773184","","SELB88794604","ONE",3/11/2022,"1252",3/22/2022,3/22/2022,"2359","2359",3/22/2022,"1200",3/31/2022,"GAPORT","GAPORT",3/31/2022,"","OTDLOGA",10/9/2021,20,3/30/2022,0,0,0,0,0,0,0,0,9/23/2021,4/15/2022,5/5/2022,""
1896043,"ELBilling","PBI","PBI","SAV","AC","AIMZ473755","TCLU4872946",721,12,"YST","YARD STORAGE CHARGES","E",40,480,"","Georgia Ports Authority (L738)","NEOFAGA","NEOVIA LOGISTICS","SAMCA","Samsung Electronics America (SALS)","SAMCADC","CHI3580124-CHI25773176","","SELB88794603","ONE",3/11/2022,"1458",10/26/2021,3/22/2022,"2359","2359",3/22/2022,"1200",4/5/2022,"GAPORT","GAPORT",4/5/2022,"","OTDLOGA",10/9/2021,20,3/30/2022,0,0,0,0,0,0,0,0,9/23/2021,4/15/2022,5/5/2022,""
1896044,"ELBilling","PBI","PBI","SAV","AC","TSXZ471415","SEGU4456451",722,13,"YST","YARD STORAGE CHARGES","E",40,520,"","Georgia Ports Authority (L738)","NEOFAGA","NEOVIA LOGISTICS","SAMCA","Samsung Electronics America (SALS)","SAMCADC","CHI3580124-CHI25773177","","SELB88794603","ONE",3/11/2022,"1646",10/26/2021,3/23/2022,"2359","2359",3/23/2022,"1200",4/4/2022,"GAPORT","GAPORT",4/4/2022,"","OTDLOGA",10/9/2021,20,3/30/2022,0,0,0,0,0,0,0,0,9/23/2021,4/15/2022,5/5/2022,""
1896046,"ELBilling","PBI","PBI","SAV","AC","APMZ415152","CAIU9336019",724,13,"YST","YARD STORAGE CHARGES","E",40,520,"","Georgia Ports Authority (L738)","NEOFAGA","NEOVIA LOGISTICS","SAMCA","Samsung Electronics America (SALS)","SAMCADC","CHI3580124-CHI25773188","","SELB88794603","ONE",3/11/2022,"1543",10/26/2021,3/23/2022,"2359","2359",3/23/2022,"2359",3/29/2022,"GAPORT","GAPORT",3/29/2022,"","OTDLOGA",10/9/2021,20,3/30/2022,0,0,0,0,0,0,0,0,9/23/2021,4/15/2022,5/5/2022,""
1896081,"ELBilling","PBI","PBI","SAV","AC","APMZ700906","TCLU8019994",1447,9,"YST","YARD STORAGE CHARGES","E",40,360,"","Georgia Ports Authority (L738)","NEOFAGA","NEOVIA LOGISTICS","SAMCA","Samsung Electronics America (SALS)","SAMCADC","CHI3580381-CHI25775444","","LCBB29338600","ONE",3/8/2022,"1134",3/16/2022,3/16/2022,"2359","2359",3/16/2022,"2311",3/24/2022,"GAPORT","GAPORT",3/24/2022,"","OTDLOGA",10/10/2021,20,3/27/2022,0,0,0,0,0,0,0,0,9/23/2021,4/15/2022,5/5/2022,""
1896082,"ELBilling","PBI","PBI","SAV","AC","MCCZ404904","NYKU0725090",730,9,"YST","YARD STORAGE CHARGES","E",40,360,"","Georgia Ports Authority (L738)","NEOFAGA","NEOVIA LOGISTICS","SAMCA","Samsung Electronics America (SALS)","SAMCADC","CHI3580381-CHI25775439","","LCBB28248500","ONE",3/11/2022,"1244",3/19/2022,3/19/2022,"2359","2359",3/19/2022,"1422",,"","",,"","OTDLOGA",10/10/2021,20,3/30/2022,0,0,0,0,0,0,0,0,9/23/2021,4/15/2022,5/5/2022,""
1896083,"ELBilling","PBI","PBI","SAV","AC","DCSZ794230","KKFU7850010",1448,9,"YST","YARD STORAGE CHARGES","E",40,360,"","Georgia Ports Authority (L738)","NEOFAGA","NEOVIA LOGISTICS","SAMCA","Samsung Electronics America (SALS)","SAMCADC","CHI3580381-CHI25775443","","LCBB29338600","ONE",3/8/2022,"1306",3/16/2022,3/16/2022,"2359","2359",3/16/2022,"2300",4/1/2022,"GAPORT","GAPORT",4/1/2022,"","OTDLOGA",10/10/2021,20,3/27/2022,0,0,0,0,0,0,0,0,9/23/2021,4/15/2022,5/5/2022,""
1896085,"ELBilling","PBI","PBI","SAV","AC","TAXZ411396","GLDU9994929",1449,9,"YST","YARD STORAGE CHARGES","E",40,360,"","Georgia Ports Authority (L738)","NEOFAGA","NEOVIA LOGISTICS","SAMCA","Samsung Electronics America (SALS)","SAMCADC","CHI3580381-CHI25775441","","LCBB29338600","ONE",3/8/2022,"1202",3/16/2022,3/16/2022,"2359","2359",3/16/2022,"1700",4/5/2022,"GAPORT","GAPORT",4/5/2022,"","OTDLOGA",10/10/2021,20,3/27/2022,0,0,0,0,0,0,0,0,9/23/2021,4/15/2022,5/5/2022,""
1896089,"ELBilling","PBI","PBI","SAV","AC","EMCZ840936","KKFU8050388",720,11,"YST","YARD STORAGE CHARGES","E",40,440,"","Georgia Ports Authority (L738)","NEOFAGA","NEOVIA LOGISTICS","SAMCA","Samsung Electronics America (SALS)","SAMCADC","CHI3580381-CHI25775436","","LCBB28248500","ONE",3/11/2022,"1400",3/21/2022,3/21/2022,"2359","2359",3/21/2022,"1622",4/4/2022,"GAPORT","GAPORT",4/4/2022,"","OTDLOGA",10/10/2021,20,3/30/2022,0,0,0,0,0,0,0,0,9/23/2021,4/15/2022,5/5/2022,""
1896090,"ELBilling","PBI","PBI","SAV","AC","TRKZ428907","TEMU8632658",727,8,"YST","YARD STORAGE CHARGES","E",40,320,"","Georgia Ports Authority (L738)","NEOFAGA","NEOVIA LOGISTICS","SAMCA","Samsung Electronics America (SALS)","SAMCADC","CHI3580381-CHI25775435","","LCBB28248500","ONE",3/11/2022,"1340",3/19/2022,3/19/2022,"2359","2359",3/18/2022,"2140",4/7/2022,"GAPORT","GAPORT",4/7/2022,"","OTDLOGA",10/10/2021,20,3/30/2022,0,0,0,0,0,0,0,0,9/23/2021,4/15/2022,5/5/2022,""
1896560,"ELBilling","PBI","PBI","SAV","AC","FLXZ440429","NYKU4933528",850,10,"YST","YARD STORAGE CHARGES","E",40,400,"","Georgia Ports Authority (L738)","NEOFAGA","NEOVIA LOGISTICS","SAMCA","Samsung Electronics America (SALS)","SAMCADC","CHI3591771-CHI25865775","","SZ1HK0388500","ONE",3/8/2022,"1450",10/14/2021,3/17/2022,"2359","2359",3/17/2022,"0022",3/29/2022,"STRTURN","STRTURN",3/29/2022,"","OTDLOGA",10/16/2021,20,3/27/2022,0,0,0,0,0,0,0,0,9/28/2021,4/15/2022,5/5/2022,""
1896687,"ELBilling","PBI","PBI","SAV","AC","MOFZ650115","ONEU0313418",723,11,"YST","YARD STORAGE CHARGES","E",40,440,"","Georgia Ports Authority (L738)","NEOFAGA","NEOVIA LOGISTICS","SAMCA","Samsung Electronics America (SALS)","SAMCADC","CHI3594810-CHI25890475","","SELB88816802","ONE",3/11/2022,"1659",3/21/2022,3/21/2022,"2359","2359",3/22/2022,"2133",3/29/2022,"STRTURN","STRTURN",3/29/2022,"","OTDLOGA",10/9/2021,20,3/30/2022,0,0,0,0,0,0,0,0,9/28/2021,4/15/2022,5/5/2022,""
1896763,"ELBilling","PBI","PBI","SAV","AC","HDMZ408456","GLDU9986184",1456,12,"YST","YARD STORAGE CHARGES","E",40,480,"","Georgia Ports Authority (L738)","NEOFAGA","NEOVIA LOGISTICS","SAMCA","Samsung Electronics America (SALS)","SAMCADC","CHI3596040-CHI25904182","","LCBB28964300","ONE",3/8/2022,"1253",10/19/2021,3/20/2022,"2359","2359",3/20/2022,"0637",3/24/2022,"GAPORT","GAPORT",3/24/2022,"","OTDLOGA",10/19/2021,20,3/27/2022,0,0,0,0,0,0,0,0,9/29/2021,4/15/2022,5/5/2022,""
1896802,"ELBilling","PBI","PBI","CHI","AC","TSXZ436232","GESU5669694",1215,33,"YST","YARD STORAGE CHARGES","E",40,1320,"REUSE","CONGLOBAL LOT 17","MIQIL","NEOVIA LOGISTICS - A58","SAMCA","Samsung Electronics America (SALS)","SAMCADC","TNAM21201606","","SEL1215514","CMA",4/4/2022,"1600",4/15/2022,5/6/2022,"2359","2359",5/6/2022,"0800",5/9/2022,"YARIL","REUYACO",5/9/2022,"LOT D","DELCOIL",10/5/2021,20,4/23/2022,0,0,0,0,0,0,0,0,9/28/2021,5/27/2022,,""
1897222,"ELBilling","PBI","PBI","SAV","AC","APLZ454927","DRYU4115778",1427,8,"YST","YARD STORAGE CHARGES","E",40,320,"","Georgia Ports Authority (L738)","NEOFAGA","NEOVIA LOGISTICS","SAMCA","Samsung Electronics America (SALS)","SAMCADC","CHI3604588-CHI25963003","","SZPBH6129301","ONE",3/8/2022,"1435",10/22/2021,3/15/2022,"2359","2359",3/15/2022,"2300",4/16/2022,"GAPORT","GAPORT",4/16/2022,"","OTDLOGA",10/24/2021,20,3/27/2022,0,0,0,0,0,0,0,0,10/1/2021,4/15/2022,5/5/2022,""
